x, y, ksi, T
#iter= 1
1.5 0.35 -0.205445 0.473808 
1.55 0.35 -0.18413 0.441409 
1.6 0.35 -0.156299 0.413297 
1.65 0.35 -0.122903 0.390271 
1.7 0.35 -0.085102 0.373081 
1.75 0.35 -0.0442315 0.36236 
1.8 0.35 -0.00175868 0.358539 
1.85 0.35 0.0407785 0.361778 
1.9 0.35 0.081839 0.37194 
1.95 0.35 0.119948 0.388616 
2 0.35 0.153756 0.411186 
2.05 0.35 0.182088 0.438905 
2.1 0.35 0.203975 0.470977 
2.15 0.35 0.218668 0.506599 
2.2 0.35 0.225653 0.544956 
2.25 0.35 0.224647 0.585177 
2.3 0.35 0.215612 0.626244 
2.35 0.35 0.198763 0.666901 
2.4 0.35 0.174582 0.705577 
2.45 0.35 0.143836 0.740385 
2.5 0.35 0.107575 0.769234 
2.55 0.35 0.0671197 0.790072 
2.6 0.35 0.0240129 0.801221 
2.65 0.35 -0.020049 0.80171 
2.7 0.35 -0.0633134 0.791497 
2.75 0.35 -0.104075 0.771473 
2.8 0.35 -0.140773 0.743266 
2.85 0.35 -0.172066 0.708909 
2.9 0.35 -0.196876 0.670501 
2.95 0.35 -0.214412 0.629953 
3 0.35 -0.224167 0.588866 
3.05 0.35 -0.225901 0.548524 
3.1 0.35 -0.219632 0.509961 
3.15 0.35 -0.205618 0.474058 
3.2 0.35 -0.184355 0.441631 
3.25 0.35 -0.156569 0.413484 
3.3 0.35 -0.12321 0.390415 
3.35 0.35 -0.0854367 0.373176 
3.4 0.35 -0.0445827 0.362402 
3.45 0.35 -0.00211432 0.358524 
3.5 0.35 0.040431 0.361705 
3.55 0.35 0.0815122 0.371811 
3.6 0.35 0.119653 0.388435 
3.65 0.35 0.153505 0.410958 
3.7 0.35 0.18189 0.438637 
3.75 0.35 0.203837 0.470674 
3.8 0.35 0.218598 0.506267 
3.85 0.35 0.225654 0.544603 
3.9 0.35 0.224722 0.58481 
3.95 0.35 0.215762 0.625875 
4 0.35 0.198986 0.666543 
4.05 0.35 0.174875 0.705248 
4.1 0.35 0.144191 0.740107 
4.15 0.35 0.107984 0.769033 
4.2 0.35 0.0675709 0.789972 
4.25 0.35 0.024493 0.801241 
4.3 0.35 -0.0195544 0.801865 
4.35 0.35 -0.0628189 0.791789 
4.4 0.35 -0.103595 0.771896 
4.45 0.35 -0.140318 0.743804 
4.5 0.35 -0.171645 0.709543 
4.55 0.35 -0.196497 0.671207 
4.6 0.35 -0.214079 0.630708 
4.65 0.35 -0.223881 0.589647 
4.7 0.35 -0.225663 0.549308 
4.75 0.35 -0.219436 0.510726 
4.8 0.35 -0.205456 0.474784 
4.85 0.35 -0.184209 0.442298 
4.9 0.35 -0.156403 0.414079 
4.95 0.35 -0.122967 0.390941 
5 0.35 -0.0850256 0.373668 
0 0.4 -0.135882 0.355027 
0.05 0.4 -0.0940993 0.335965 
0.1 0.4 -0.0488125 0.323948 
0.15 0.4 -0.00168133 0.319594 
0.2 0.4 0.0455469 0.323142 
0.25 0.4 0.091123 0.334409 
0.3 0.4 0.133379 0.352836 
0.35 0.4 0.170799 0.377583 
0.4 0.4 0.202074 0.407667 
0.45 0.4 0.226134 0.442071 
0.5 0.4 0.242169 0.47982 
0.55 0.4 0.249632 0.519986 
0.6 0.4 0.248243 0.561637 
0.65 0.4 0.237991 0.603742 
0.7 0.4 0.219146 0.645061 
0.75 0.4 0.192267 0.684071 
0.8 0.4 0.15822 0.718954 
0.85 0.4 0.118171 0.747711 
0.9 0.4 0.0735699 0.768386 
0.95 0.4 0.0261021 0.77939 
1 0.4 -0.0223901 0.779811 
1.05 0.4 -0.0700062 0.769613 
1.1 0.4 -0.114895 0.749645 
1.15 0.4 -0.155357 0.721454 
1.2 0.4 -0.189921 0.686978 
1.25 0.4 -0.217395 0.648224 
1.3 0.4 -0.236893 0.607026 
1.35 0.4 -0.24783 0.564932 
1.4 0.4 -0.249914 0.5232 
1.45 0.4 -0.243133 0.482872 
1.5 0.4 -0.227747 0.444882 
1.55 0.4 -0.204281 0.410156 
1.6 0.4 -0.173525 0.37966 
1.65 0.4 -0.136527 0.354408 
1.7 0.4 -0.0945766 0.335387 
1.75 0.4 -0.0491688 0.323448 
1.8 0.4 -0.00195435 0.319178 
1.85 0.4 0.0453326 0.322798 
1.9 0.4 0.0909546 0.334121 
1.95 0.4 0.133252 0.352586 
2 0.4 0.170712 0.377359 
2.05 0.4 0.202029 0.407458 
2.1 0.4 0.226134 0.44187 
2.15 0.4 0.242215 0.479624 
2.2 0.4 0.249725 0.519791 
2.25 0.4 0.248381 0.561443 
2.3 0.4 0.238174 0.603551 
2.35 0.4 0.219369 0.644879 
2.4 0.4 0.192528 0.683907 
2.45 0.4 0.158511 0.718818 
2.5 0.4 0.118484 0.747615 
2.55 0.4 0.0738969 0.768343 
2.6 0.4 0.0264321 0.779409 
2.65 0.4 -0.0220685 0.779894 
2.7 0.4 -0.0697044 0.769759 
2.75 0.4 -0.114624 0.749846 
2.8 0.4 -0.155126 0.7217 
2.85 0.4 -0.189739 0.687257 
2.9 0.4 -0.21727 0.648524 
2.95 0.4 -0.236829 0.607336 
3 0.4 -0.247829 0.565244 
3.05 0.4 -0.249978 0.523506 
3.1 0.4 -0.243262 0.483165 
3.15 0.4 -0.227938 0.445156 
3.2 0.4 -0.20453 0.410401 
3.25 0.4 -0.173825 0.37987 
3.3 0.4 -0.136869 0.354573 
3.35 0.4 -0.094949 0.335498 
3.4 0.4 -0.0495598 0.323499 
3.45 0.4 -0.0023502 0.319166 
3.5 0.4 0.0449461 0.322722 
3.55 0.4 0.0905914 0.333983 
3.6 0.4 0.132925 0.352391 
3.65 0.4 0.170435 0.377115 
3.7 0.4 0.201811 0.407173 
3.75 0.4 0.225983 0.441552 
3.8 0.4 0.242138 0.47928 
3.85 0.4 0.249727 0.51943 
3.9 0.4 0.248464 0.561072 
3.95 0.4 0.238338 0.603181 
4 0.4 0.219613 0.644524 
4.05 0.4 0.192846 0.683583 
4.1 0.4 0.158897 0.718548 
4.15 0.4 0.118928 0.747421 
4.2 0.4 0.0743851 0.768247 
4.25 0.4 0.0269512 0.779429 
4.3 0.4 -0.0215332 0.780042 
4.35 0.4 -0.0691671 0.770035 
4.4 0.4 -0.114098 0.750243 
4.45 0.4 -0.15462 0.722201 
4.5 0.4 -0.189259 0.687839 
4.55 0.4 -0.216817 0.649163 
4.6 0.4 -0.2364 0.608007 
4.65 0.4 -0.247416 0.565924 
4.7 0.4 -0.249569 0.524172 
4.75 0.4 -0.242838 0.483799 
4.8 0.4 -0.227475 0.445744 
4.85 0.4 -0.203998 0.410936 
4.9 0.4 -0.173186 0.380355 
4.95 0.4 -0.136079 0.355027 
5 0.4 -0.0939627 0.335965 
0 0.45 -0.144154 0.32774 
0.05 0.45 -0.0997266 0.306887 
0.1 0.45 -0.051564 0.293679 
0.15 0.45 -0.0014295 0.288907 
0.2 0.45 0.0488044 0.292874 
0.25 0.45 0.0972557 0.305339 
0.3 0.45 0.142129 0.325563 
0.35 0.45 0.181798 0.352459 
0.4 0.45 0.214868 0.384767 
0.45 0.45 0.240209 0.421223 
0.5 0.45 0.25698 0.460658 
0.55 0.45 0.264627 0.502018 
0.6 0.45 0.262886 0.544317 
0.65 0.45 0.25178 0.586527 
0.7 0.45 0.231626 0.627472 
0.75 0.45 0.203044 0.665739 
0.8 0.45 0.166966 0.699669 
0.85 0.45 0.124629 0.727449 
0.9 0.45 0.077558 0.747322 
0.95 0.45 0.0275094 0.757867 
1 0.45 -0.0236021 0.75827 
1.05 0.45 -0.0738045 0.748498 
1.1 0.45 -0.121175 0.729308 
1.15 0.45 -0.16394 0.702085 
1.2 0.45 -0.200556 0.668569 
1.25 0.45 -0.22976 0.630576 
1.3 0.45 -0.250595 0.58978 
1.35 0.45 -0.262417 0.547616 
1.4 0.45 -0.264883 0.505273 
1.45 0.45 -0.257947 0.463785 
1.5 0.45 -0.241848 0.424137 
1.55 0.45 -0.217116 0.387373 
1.6 0.45 -0.184567 0.354653 
1.65 0.45 -0.145306 0.327236 
1.7 0.45 -0.100705 0.306384 
1.75 0.45 -0.05237 0.293208 
1.8 0.45 -0.00208099 0.288479 
1.85 0.45 0.0482865 0.29249 
1.9 0.45 0.0968532 0.304993 
1.95 0.45 0.141828 0.325249 
2 0.45 0.181587 0.352171 
2.05 0.45 0.214738 0.3845 
2.1 0.45 0.240155 0.420974 
2.15 0.45 0.256995 0.460423 
2.2 0.45 0.264706 0.501795 
2.25 0.45 0.263023 0.544104 
2.3 0.45 0.25197 0.586327 
2.35 0.45 0.231863 0.627288 
2.4 0.45 0.203322 0.665578 
2.45 0.45 0.167276 0.699539 
2.5 0.45 0.124964 0.727362 
2.55 0.45 0.0779064 0.747288 
2.6 0.45 0.0278603 0.757892 
2.65 0.45 -0.0232605 0.758357 
2.7 0.45 -0.0734841 0.748646 
2.75 0.45 -0.120887 0.72951 
2.8 0.45 -0.163695 0.702332 
2.85 0.45 -0.200363 0.66885 
2.9 0.45 -0.229625 0.630879 
2.95 0.45 -0.250525 0.590098 
3 0.45 -0.262415 0.547938 
3.05 0.45 -0.264951 0.505594 
3.1 0.45 -0.258083 0.464096 
3.15 0.45 -0.24205 0.424432 
3.2 0.45 -0.217379 0.387642 
3.25 0.45 -0.184886 0.354886 
3.3 0.45 -0.14567 0.327421 
3.35 0.45 -0.101102 0.306512 
3.4 0.45 -0.052787 0.29327 
3.45 0.45 -0.00250315 0.28847 
3.5 0.45 0.0478745 0.29241 
3.55 0.45 0.0964665 0.304845 
3.6 0.45 0.141481 0.325041 
3.65 0.45 0.181293 0.351912 
3.7 0.45 0.214507 0.384201 
3.75 0.45 0.239996 0.420645 
3.8 0.45 0.256914 0.460072 
3.85 0.45 0.264708 0.501432 
3.9 0.45 0.263111 0.543737 
3.95 0.45 0.252143 0.585965 
4 0.45 0.232118 0.626945 
4.05 0.45 0.203653 0.665269 
4.1 0.45 0.167677 0.699284 
4.15 0.45 0.125423 0.727179 
4.2 0.45 0.0784106 0.747198 
4.25 0.45 0.0283961 0.757909 
4.3 0.45 -0.0227076 0.758489 
4.35 0.45 -0.0729271 0.748892 
4.4 0.45 -0.120337 0.729861 
4.45 0.45 -0.163158 0.702769 
4.5 0.45 -0.19984 0.66935 
4.55 0.45 -0.229113 0.631418 
4.6 0.45 -0.250012 0.590649 
4.65 0.45 -0.261883 0.548477 
4.7 0.45 -0.264376 0.5061 
4.75 0.45 -0.257436 0.464555 
4.8 0.45 -0.241294 0.424835 
4.85 0.45 -0.216476 0.387994 
4.9 0.45 -0.183796 0.355204 
4.95 0.45 -0.144366 0.32774 
5 0.45 -0.0995797 0.306887 
0 0.5 -0.147179 0.305615 
0.05 0.5 -0.101743 0.28306 
0.1 0.5 -0.0524619 0.268711 
0.15 0.5 -0.00114793 0.263543 
0.2 0.5 0.0502627 0.267926 
0.25 0.5 0.0998188 0.281551 
0.3 0.5 0.145661 0.303494 
0.35 0.5 0.186111 0.332404 
0.4 0.5 0.219738 0.366734 
0.45 0.5 0.245401 0.40496 
0.5 0.5 0.262258 0.44571 
0.55 0.5 0.269777 0.487801 
0.6 0.5 0.267721 0.530188 
0.65 0.5 0.256149 0.57186 
0.7 0.5 0.23542 0.611721 
0.75 0.5 0.206192 0.64851 
0.8 0.5 0.169427 0.680777 
0.85 0.5 0.126391 0.706965 
0.9 0.5 0.078621 0.725578 
0.95 0.5 0.0278788 0.735414 
1 0.5 -0.0239235 0.735789 
1.05 0.5 -0.0748191 0.726674 
1.1 0.5 -0.122888 0.708708 
1.15 0.5 -0.166352 0.683058 
1.2 0.5 -0.203654 0.651206 
1.25 0.5 -0.233507 0.61471 
1.3 0.5 -0.25492 0.575032 
1.35 0.5 -0.26721 0.533447 
1.4 0.5 -0.269995 0.491059 
1.45 0.5 -0.263189 0.448883 
1.5 0.5 -0.247001 0.407955 
1.55 0.5 -0.22194 0.369445 
1.6 0.5 -0.188818 0.334712 
1.65 0.5 -0.14875 0.305274 
1.7 0.5 -0.103143 0.282681 
1.75 0.5 -0.0536541 0.268315 
1.8 0.5 -0.00213147 0.263142 
1.85 0.5 0.0494728 0.267531 
1.9 0.5 0.0992026 0.281169 
1.95 0.5 0.145198 0.303131 
2 0.5 0.185782 0.332063 
2.05 0.5 0.219527 0.366418 
2.1 0.5 0.245292 0.404669 
2.15 0.5 0.26224 0.445443 
2.2 0.5 0.269837 0.487556 
2.25 0.5 0.26785 0.529964 
2.3 0.5 0.256339 0.571656 
2.35 0.5 0.235662 0.611541 
2.4 0.5 0.206476 0.648357 
2.45 0.5 0.169746 0.680659 
2.5 0.5 0.126734 0.70689 
2.55 0.5 0.0789776 0.725554 
2.6 0.5 0.0282373 0.735446 
2.65 0.5 -0.0235749 0.73588 
2.7 0.5 -0.0744921 0.726822 
2.75 0.5 -0.122594 0.708908 
2.8 0.5 -0.166102 0.683302 
2.85 0.5 -0.203456 0.651484 
2.9 0.5 -0.233369 0.615013 
2.95 0.5 -0.254847 0.575352 
3 0.5 -0.267206 0.533776 
3.05 0.5 -0.270062 0.491391 
3.1 0.5 -0.263326 0.44921 
3.15 0.5 -0.247207 0.408269 
3.2 0.5 -0.222209 0.369736 
3.25 0.5 -0.189143 0.334967 
3.3 0.5 -0.149123 0.305479 
3.35 0.5 -0.10355 0.282825 
3.4 0.5 -0.0540818 0.268386 
3.45 0.5 -0.00256451 0.263136 
3.5 0.5 0.0490504 0.267447 
3.55 0.5 0.0988066 0.281012 
3.6 0.5 0.144843 0.30291 
3.65 0.5 0.185481 0.33179 
3.7 0.5 0.219291 0.366106 
3.75 0.5 0.245131 0.404331 
3.8 0.5 0.262159 0.445089 
3.85 0.5 0.26984 0.487195 
3.9 0.5 0.267939 0.529605 
3.95 0.5 0.256513 0.571309 
4 0.5 0.235917 0.611216 
4.05 0.5 0.206808 0.648069 
4.1 0.5 0.170145 0.680423 
4.15 0.5 0.12719 0.706722 
4.2 0.5 0.0794769 0.72547 
4.25 0.5 0.0287672 0.735457 
4.3 0.5 -0.0230276 0.73599 
4.35 0.5 -0.0739391 0.727028 
4.4 0.5 -0.122043 0.709198 
4.45 0.5 -0.165557 0.683657 
4.5 0.5 -0.202915 0.651882 
4.55 0.5 -0.23282 0.615428 
4.6 0.5 -0.254274 0.575756 
4.65 0.5 -0.266582 0.534147 
4.7 0.5 -0.269353 0.491708 
4.75 0.5 -0.262493 0.44946 
4.8 0.5 -0.246205 0.408451 
4.85 0.5 -0.220995 0.369863 
4.9 0.5 -0.187682 0.335072 
4.95 0.5 -0.147398 0.305615 
5 0.5 -0.101592 0.28306 
0 0.55 -0.144775 0.285714 
0.05 0.55 -0.100029 0.261743 
0.1 0.55 -0.0514617 0.246439 
0.15 0.55 -0.00087268 0.240944 
0.2 0.55 0.049806 0.245691 
0.25 0.55 0.0986248 0.260307 
0.3 0.55 0.143728 0.283695 
0.35 0.55 0.183449 0.314262 
0.4 0.55 0.216378 0.350202 
0.45 0.55 0.241401 0.389752 
0.5 0.55 0.257714 0.431358 
0.55 0.55 0.264822 0.473716 
0.6 0.55 0.262529 0.515727 
0.65 0.55 0.250928 0.556396 
0.7 0.55 0.230403 0.594719 
0.75 0.55 0.201624 0.629594 
0.8 0.55 0.165552 0.659806 
0.85 0.55 0.123428 0.684075 
0.9 0.55 0.0767454 0.701192 
0.95 0.55 0.0272064 0.710194 
1 0.55 -0.0233506 0.710535 
1.05 0.55 -0.0730368 0.702195 
1.1 0.55 -0.120006 0.68568 
1.15 0.55 -0.162542 0.661925 
1.2 0.55 -0.199133 0.632125 
1.25 0.55 -0.228513 0.597559 
1.3 0.55 -0.2497 0.559452 
1.35 0.55 -0.261997 0.51891 
1.4 0.55 -0.264995 0.476944 
1.45 0.55 -0.258576 0.434544 
1.5 0.55 -0.242907 0.392797 
1.55 0.55 -0.218458 0.352989 
1.6 0.55 -0.186004 0.31666 
1.65 0.55 -0.146632 0.285563 
1.7 0.55 -0.101725 0.261514 
1.75 0.55 -0.0529328 0.246141 
1.8 0.55 -0.00210237 0.240591 
1.85 0.55 0.04881 0.245301 
1.9 0.55 0.0978433 0.259901 
1.95 0.55 0.143138 0.283292 
2 0.55 0.183026 0.313876 
2.05 0.55 0.216099 0.349842 
2.1 0.55 0.241246 0.389425 
2.15 0.55 0.257665 0.431064 
2.2 0.55 0.264864 0.473454 
2.25 0.55 0.262647 0.515495 
2.3 0.55 0.251111 0.556193 
2.35 0.55 0.23064 0.594545 
2.4 0.55 0.201905 0.629453 
2.45 0.55 0.165867 0.659702 
2.5 0.55 0.123766 0.684014 
2.55 0.55 0.0770965 0.701179 
2.6 0.55 0.027559 0.710234 
2.65 0.55 -0.023008 0.71063 
2.7 0.55 -0.0727157 0.702342 
2.75 0.55 -0.119717 0.685876 
2.8 0.55 -0.162296 0.662162 
2.85 0.55 -0.198937 0.632397 
2.9 0.55 -0.228376 0.597859 
2.95 0.55 -0.249627 0.559771 
3 0.55 -0.261991 0.519243 
3.05 0.55 -0.265059 0.477284 
3.1 0.55 -0.258709 0.434883 
3.15 0.55 -0.243108 0.393126 
3.2 0.55 -0.218723 0.353297 
3.25 0.55 -0.186325 0.316932 
3.3 0.55 -0.146999 0.285785 
3.35 0.55 -0.102127 0.261672 
3.4 0.55 -0.0533552 0.246221 
3.45 0.55 -0.00253007 0.240587 
3.5 0.55 0.0483929 0.245214 
3.55 0.55 0.0974527 0.259736 
3.6 0.55 0.142788 0.28306 
3.65 0.55 0.182731 0.313592 
3.7 0.55 0.215869 0.349522 
3.75 0.55 0.241088 0.389082 
3.8 0.55 0.257586 0.43071 
3.85 0.55 0.264867 0.473098 
3.9 0.55 0.262733 0.515147 
3.95 0.55 0.251279 0.555862 
4 0.55 0.230886 0.594241 
4.05 0.55 0.202223 0.629187 
4.1 0.55 0.166248 0.659486 
4.15 0.55 0.1242 0.683861 
4.2 0.55 0.0775712 0.701099 
4.25 0.55 0.028062 0.710234 
4.3 0.55 -0.0224887 0.710711 
4.35 0.55 -0.0721895 0.702499 
4.4 0.55 -0.11919 0.686095 
4.45 0.55 -0.161768 0.662426 
4.5 0.55 -0.198402 0.632681 
4.55 0.55 -0.22782 0.598136 
4.6 0.55 -0.249025 0.560016 
4.65 0.55 -0.261313 0.519431 
4.7 0.55 -0.264264 0.477395 
4.75 0.55 -0.257751 0.434908 
4.8 0.55 -0.241939 0.393069 
4.85 0.55 -0.217296 0.35318 
4.9 0.55 -0.18461 0.316803 
4.95 0.55 -0.144992 0.285714 
5 0.55 -0.099879 0.261743 
0 0.6 -0.137009 0.26574 
0.05 0.6 -0.0946334 0.240897 
0.1 0.6 -0.0485995 0.224995 
0.15 0.6 -0.000630148 0.219303 
0.2 0.6 0.0474187 0.224301 
0.25 0.6 0.0936732 0.239565 
0.3 0.6 0.136353 0.263866 
0.35 0.6 0.173867 0.295428 
0.4 0.6 0.20488 0.33225 
0.45 0.6 0.228348 0.372395 
0.5 0.6 0.243532 0.414171 
0.55 0.6 0.249993 0.456185 
0.6 0.6 0.247578 0.497301 
0.65 0.6 0.236408 0.536544 
0.7 0.6 0.216872 0.572995 
0.75 0.6 0.189628 0.605708 
0.8 0.6 0.155593 0.633688 
0.85 0.6 0.115938 0.655924 
0.9 0.6 0.0720593 0.671478 
0.95 0.6 0.0255387 0.679615 
1 0.6 -0.0219228 0.679923 
1.05 0.6 -0.0685794 0.672385 
1.1 0.6 -0.112723 0.657385 
1.15 0.6 -0.15276 0.635634 
1.2 0.6 -0.187275 0.608058 
1.25 0.6 -0.215079 0.575666 
1.3 0.6 -0.23523 0.539456 
1.35 0.6 -0.247049 0.500375 
1.4 0.6 -0.250122 0.459341 
1.45 0.6 -0.244301 0.417321 
1.5 0.6 -0.229715 0.375436 
1.55 0.6 -0.206777 0.335058 
1.6 0.6 -0.176196 0.297864 
1.65 0.6 -0.138991 0.26578 
1.7 0.6 -0.0964718 0.240821 
1.75 0.6 -0.0502148 0.2248 
1.8 0.6 -0.00199408 0.219005 
1.85 0.6 0.0463055 0.223925 
1.9 0.6 0.0927948 0.239144 
1.95 0.6 0.135686 0.263431 
2 0.6 0.173386 0.295004 
2.05 0.6 0.204559 0.331854 
2.1 0.6 0.228162 0.372037 
2.15 0.6 0.243461 0.413855 
2.2 0.6 0.250018 0.45591 
2.25 0.6 0.247682 0.497065 
2.3 0.6 0.236578 0.536345 
2.35 0.6 0.217096 0.572831 
2.4 0.6 0.189894 0.605581 
2.45 0.6 0.155892 0.6336 
2.5 0.6 0.116258 0.655878 
2.55 0.6 0.0723918 0.671478 
2.6 0.6 0.0258721 0.679664 
2.65 0.6 -0.0215992 0.680021 
2.7 0.6 -0.0682762 0.672531 
2.75 0.6 -0.11245 0.657575 
2.8 0.6 -0.152527 0.635865 
2.85 0.6 -0.18709 0.608323 
2.9 0.6 -0.214949 0.57596 
2.95 0.6 -0.23516 0.539772 
3 0.6 -0.247042 0.500708 
3.05 0.6 -0.25018 0.459684 
3.1 0.6 -0.244426 0.417667 
3.15 0.6 -0.229904 0.375775 
3.2 0.6 -0.207026 0.335378 
3.25 0.6 -0.176499 0.298149 
3.3 0.6 -0.139338 0.266014 
3.35 0.6 -0.0968529 0.240988 
3.4 0.6 -0.0506158 0.224887 
3.45 0.6 -0.00240023 0.219003 
3.5 0.6 0.0459097 0.223835 
3.55 0.6 0.0924244 0.238974 
3.6 0.6 0.135355 0.263193 
3.65 0.6 0.173107 0.294715 
3.7 0.6 0.204341 0.33153 
3.75 0.6 0.228014 0.371694 
3.8 0.6 0.243387 0.413505 
3.85 0.6 0.250021 0.455564 
3.9 0.6 0.247763 0.496732 
3.95 0.6 0.236734 0.536032 
4 0.6 0.217323 0.572548 
4.05 0.6 0.190187 0.605336 
4.1 0.6 0.156241 0.633402 
4.15 0.6 0.116655 0.655736 
4.2 0.6 0.0728246 0.671398 
4.25 0.6 0.0263297 0.679649 
4.3 0.6 -0.0211271 0.68007 
4.35 0.6 -0.0677972 0.672635 
4.4 0.6 -0.111968 0.657721 
4.45 0.6 -0.152039 0.636032 
4.5 0.6 -0.186588 0.608489 
4.55 0.6 -0.214414 0.576098 
4.6 0.6 -0.234567 0.539857 
4.65 0.6 -0.246356 0.500714 
4.7 0.6 -0.249357 0.459594 
4.75 0.6 -0.243418 0.417473 
4.8 0.6 -0.228662 0.375485 
4.85 0.6 -0.205507 0.335025 
4.9 0.6 -0.174675 0.297792 
4.95 0.6 -0.137215 0.26574 
5 0.6 -0.0944914 0.240897 
0 0.65 -0.124224 0.243992 
0.05 0.65 -0.0857906 0.219086 
0.1 0.65 -0.0440004 0.203118 
0.15 0.65 -0.000435553 0.197421 
0.2 0.65 0.0431961 0.202493 
0.25 0.65 0.08517 0.217886 
0.3 0.65 0.123852 0.2423 
0.35 0.65 0.157788 0.273868 
0.4 0.65 0.185766 0.310493 
0.45 0.65 0.206853 0.350157 
0.5 0.65 0.220398 0.391108 
0.55 0.65 0.226029 0.431913 
0.6 0.65 0.223633 0.47143 
0.65 0.65 0.213349 0.508714 
0.7 0.65 0.195554 0.542924 
0.75 0.65 0.170858 0.573255 
0.8 0.65 0.140101 0.5989 
0.85 0.65 0.10434 0.619077 
0.9 0.65 0.0648275 0.633081 
0.95 0.65 0.0229704 0.640372 
1 0.65 -0.0197209 0.640647 
1.05 0.65 -0.0616986 0.633895 
1.1 0.65 -0.101447 0.620394 
1.15 0.65 -0.137546 0.60067 
1.2 0.65 -0.168731 0.575415 
1.25 0.65 -0.193925 0.545407 
1.3 0.65 -0.21227 0.511451 
1.35 0.65 -0.223134 0.47435 
1.4 0.65 -0.226117 0.434941 
1.45 0.65 -0.221059 0.394155 
1.5 0.65 -0.208048 0.35312 
1.55 0.65 -0.18743 0.313246 
1.6 0.65 -0.159831 0.276268 
1.65 0.65 -0.126161 0.244199 
1.7 0.65 -0.0876086 0.219146 
1.75 0.65 -0.0456149 0.20302 
1.8 0.65 -0.00181121 0.197178 
1.85 0.65 0.0420653 0.202139 
1.9 0.65 0.0842729 0.217461 
1.95 0.65 0.123168 0.241846 
2 0.65 0.157292 0.273418 
2.05 0.65 0.185433 0.310072 
2.1 0.65 0.206657 0.34978 
2.15 0.65 0.220316 0.390778 
2.2 0.65 0.226041 0.431632 
2.25 0.65 0.223723 0.471195 
2.3 0.65 0.213502 0.508522 
2.35 0.65 0.195757 0.542773 
2.4 0.65 0.1711 0.573143 
2.45 0.65 0.140373 0.598828 
2.5 0.65 0.104632 0.619046 
2.55 0.65 0.065129 0.633093 
2.6 0.65 0.0232722 0.640428 
2.65 0.65 -0.0194283 0.640748 
2.7 0.65 -0.0614245 0.634039 
2.75 0.65 -0.1012 0.620579 
2.8 0.65 -0.137335 0.600892 
2.85 0.65 -0.168563 0.57567 
2.9 0.65 -0.193806 0.545691 
2.95 0.65 -0.212205 0.511758 
3 0.65 -0.223126 0.474676 
3.05 0.65 -0.226169 0.435279 
3.1 0.65 -0.221171 0.394499 
3.15 0.65 -0.208218 0.353459 
3.2 0.65 -0.187655 0.313567 
3.25 0.65 -0.160106 0.276556 
3.3 0.65 -0.126476 0.244436 
3.35 0.65 -0.0879547 0.219316 
3.4 0.65 -0.0459794 0.203109 
3.45 0.65 -0.00218046 0.197178 
3.5 0.65 0.0417055 0.20205 
3.55 0.65 0.0839365 0.217291 
3.6 0.65 0.122868 0.241609 
3.65 0.65 0.157039 0.273132 
3.7 0.65 0.185236 0.309753 
3.75 0.65 0.206523 0.349444 
3.8 0.65 0.220249 0.390439 
3.85 0.65 0.226043 0.4313 
3.9 0.65 0.223794 0.470879 
3.95 0.65 0.21364 0.508229 
4 0.65 0.195958 0.542511 
4.05 0.65 0.171358 0.572917 
4.1 0.65 0.14068 0.598646 
4.15 0.65 0.104979 0.618912 
4.2 0.65 0.0655062 0.633011 
4.25 0.65 0.0236699 0.640397 
4.3 0.65 -0.0190188 0.640763 
4.35 0.65 -0.061009 0.634091 
4.4 0.65 -0.10078 0.620654 
4.45 0.65 -0.136908 0.60097 
4.5 0.65 -0.168116 0.575727 
4.55 0.65 -0.193323 0.545703 
4.6 0.65 -0.211657 0.511698 
4.65 0.65 -0.222478 0.474522 
4.7 0.65 -0.225379 0.435013 
4.75 0.65 -0.220192 0.394117 
4.8 0.65 -0.207005 0.352974 
4.85 0.65 -0.186169 0.313018 
4.9 0.65 -0.158323 0.276011 
4.95 0.65 -0.124408 0.243992 
5 0.65 -0.0856634 0.219086 
0 0.7 -0.107071 0.2193 
0.05 0.7 -0.0739453 0.195357 
0.1 0.7 -0.0378917 0.179995 
0.15 0.7 -0.000292925 0.174528 
0.2 0.7 0.0373576 0.179449 
0.25 0.7 0.0735533 0.194308 
0.3 0.7 0.10687 0.217816 
0.35 0.7 0.136046 0.248124 
0.4 0.7 0.160038 0.283165 
0.45 0.7 0.178053 0.320952 
0.5 0.7 0.189546 0.359763 
0.55 0.7 0.194217 0.398198 
0.6 0.7 0.191993 0.435149 
0.65 0.7 0.183014 0.469722 
0.7 0.7 0.167622 0.501157 
0.75 0.7 0.146354 0.528764 
0.8 0.7 0.119939 0.551894 
0.85 0.7 0.0892845 0.569944 
0.9 0.7 0.0554555 0.582393 
0.95 0.7 0.0196456 0.588846 
1 0.7 -0.0168686 0.589089 
1.05 0.7 -0.0527803 0.583113 
1.1 0.7 -0.0868081 0.571117 
1.15 0.7 -0.11775 0.55348 
1.2 0.7 -0.144527 0.530716 
1.25 0.7 -0.166218 0.50342 
1.3 0.7 -0.182077 0.472238 
1.35 0.7 -0.19155 0.437854 
1.4 0.7 -0.194273 0.401022 
1.45 0.7 -0.19009 0.362621 
1.5 0.7 -0.17905 0.323742 
1.55 0.7 -0.161433 0.285767 
1.6 0.7 -0.13776 0.250399 
1.65 0.7 -0.108804 0.219623 
